LinksNoQuotes,Country,Region,State,Date,Type_Subset,FileType
http://data.insideairbnb.com/china/hk/hong-kong/2016-08-07/data/listings.csv.gz,china,hk,hong-kong,42589,data,listings.csv.gz
http://data.insideairbnb.com/china/hk/hong-kong/2016-08-07/data/reviews.csv.gz,china,hk,hong-kong,42589,data,reviews.csv.gz
http://data.insideairbnb.com/china/hk/hong-kong/2016-08-07/visualisations/listings.csv,china,hk,hong-kong,42589,visualisations,listings.csv
http://data.insideairbnb.com/china/hk/hong-kong/2016-08-07/visualisations/neighbourhoods.csv,china,hk,hong-kong,42589,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/china/hk/hong-kong/2016-08-07/visualisations/neighbourhoods.geojson,china,hk,hong-kong,42589,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/china/hk/hong-kong/2016-08-07/visualisations/reviews.csv,china,hk,hong-kong,42589,visualisations,reviews.csv
http://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2016-06-28/data/calendar.csv.gz,denmark,hovedstaden,copenhagen,42549,data,calendar.csv.gz
http://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2016-06-28/data/listings.csv.gz,denmark,hovedstaden,copenhagen,42549,data,listings.csv.gz
http://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2016-06-28/data/reviews.csv.gz,denmark,hovedstaden,copenhagen,42549,data,reviews.csv.gz
http://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2016-06-28/visualisations/listings.csv,denmark,hovedstaden,copenhagen,42549,visualisations,listings.csv
http://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2016-06-28/visualisations/neighbourhoods.csv,denmark,hovedstaden,copenhagen,42549,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2016-06-28/visualisations/neighbourhoods.geojson,denmark,hovedstaden,copenhagen,42549,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2016-06-28/visualisations/reviews.csv,denmark,hovedstaden,copenhagen,42549,visualisations,reviews.csv
http://data.insideairbnb.com/france/ile-de-france/paris/2015-05-06/data/calendar.csv.gz,france,ile-de-france,paris,42130,data,calendar.csv.gz
http://data.insideairbnb.com/france/ile-de-france/paris/2015-05-06/data/listings.csv.gz,france,ile-de-france,paris,42130,data,listings.csv.gz
http://data.insideairbnb.com/france/ile-de-france/paris/2015-05-06/data/reviews.csv.gz,france,ile-de-france,paris,42130,data,reviews.csv.gz
http://data.insideairbnb.com/france/ile-de-france/paris/2015-05-06/visualisations/listings.csv,france,ile-de-france,paris,42130,visualisations,listings.csv
http://data.insideairbnb.com/france/ile-de-france/paris/2015-05-06/visualisations/neighbourhoods.csv,france,ile-de-france,paris,42130,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/france/ile-de-france/paris/2015-05-06/visualisations/neighbourhoods.geojson,france,ile-de-france,paris,42130,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/france/ile-de-france/paris/2015-05-06/visualisations/reviews.csv,france,ile-de-france,paris,42130,visualisations,reviews.csv
http://data.insideairbnb.com/france/ile-de-france/paris/2015-09-02/data/calendar.csv.gz,france,ile-de-france,paris,42249,data,calendar.csv.gz
http://data.insideairbnb.com/france/ile-de-france/paris/2015-09-02/data/listings.csv.gz,france,ile-de-france,paris,42249,data,listings.csv.gz
http://data.insideairbnb.com/france/ile-de-france/paris/2015-09-02/data/reviews.csv.gz,france,ile-de-france,paris,42249,data,reviews.csv.gz
http://data.insideairbnb.com/france/ile-de-france/paris/2015-09-02/visualisations/listings.csv,france,ile-de-france,paris,42249,visualisations,listings.csv
http://data.insideairbnb.com/france/ile-de-france/paris/2015-09-02/visualisations/neighbourhoods.csv,france,ile-de-france,paris,42249,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/france/ile-de-france/paris/2015-09-02/visualisations/neighbourhoods.geojson,france,ile-de-france,paris,42249,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/france/ile-de-france/paris/2015-09-02/visualisations/reviews.csv,france,ile-de-france,paris,42249,visualisations,reviews.csv
http://data.insideairbnb.com/france/ile-de-france/paris/2016-02-02/data/calendar.csv.gz,france,ile-de-france,paris,42402,data,calendar.csv.gz
http://data.insideairbnb.com/france/ile-de-france/paris/2016-02-02/data/listings.csv.gz,france,ile-de-france,paris,42402,data,listings.csv.gz
http://data.insideairbnb.com/france/ile-de-france/paris/2016-02-02/data/reviews.csv.gz,france,ile-de-france,paris,42402,data,reviews.csv.gz
http://data.insideairbnb.com/france/ile-de-france/paris/2016-02-02/visualisations/listings.csv,france,ile-de-france,paris,42402,visualisations,listings.csv
http://data.insideairbnb.com/france/ile-de-france/paris/2016-02-02/visualisations/neighbourhoods.csv,france,ile-de-france,paris,42402,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/france/ile-de-france/paris/2016-02-02/visualisations/neighbourhoods.geojson,france,ile-de-france,paris,42402,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/france/ile-de-france/paris/2016-02-02/visualisations/reviews.csv,france,ile-de-france,paris,42402,visualisations,reviews.csv
http://data.insideairbnb.com/france/ile-de-france/paris/2016-07-03/data/calendar.csv.gz,france,ile-de-france,paris,42554,data,calendar.csv.gz
http://data.insideairbnb.com/france/ile-de-france/paris/2016-07-03/data/listings.csv.gz,france,ile-de-france,paris,42554,data,listings.csv.gz
http://data.insideairbnb.com/france/ile-de-france/paris/2016-07-03/data/reviews.csv.gz,france,ile-de-france,paris,42554,data,reviews.csv.gz
http://data.insideairbnb.com/france/ile-de-france/paris/2016-07-03/visualisations/listings.csv,france,ile-de-france,paris,42554,visualisations,listings.csv
http://data.insideairbnb.com/france/ile-de-france/paris/2016-07-03/visualisations/neighbourhoods.csv,france,ile-de-france,paris,42554,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/france/ile-de-france/paris/2016-07-03/visualisations/neighbourhoods.geojson,france,ile-de-france,paris,42554,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/france/ile-de-france/paris/2016-07-03/visualisations/reviews.csv,france,ile-de-france,paris,42554,visualisations,reviews.csv
http://data.insideairbnb.com/germany/be/berlin/2015-10-03/data/calendar.csv.gz,germany,be,berlin,42280,data,calendar.csv.gz
http://data.insideairbnb.com/germany/be/berlin/2015-10-03/data/listings.csv.gz,germany,be,berlin,42280,data,listings.csv.gz
http://data.insideairbnb.com/germany/be/berlin/2015-10-03/data/reviews.csv.gz,germany,be,berlin,42280,data,reviews.csv.gz
http://data.insideairbnb.com/germany/be/berlin/2015-10-03/visualisations/listings.csv,germany,be,berlin,42280,visualisations,listings.csv
http://data.insideairbnb.com/germany/be/berlin/2015-10-03/visualisations/neighbourhoods.csv,germany,be,berlin,42280,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/germany/be/berlin/2015-10-03/visualisations/neighbourhoods.geojson,germany,be,berlin,42280,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/germany/be/berlin/2015-10-03/visualisations/reviews.csv,germany,be,berlin,42280,visualisations,reviews.csv
http://data.insideairbnb.com/greece/attica/athens/2015-07-17/data/calendar.csv.gz,greece,attica,athens,42202,data,calendar.csv.gz
http://data.insideairbnb.com/greece/attica/athens/2015-07-17/data/reviews.csv.gz,greece,attica,athens,42202,data,reviews.csv.gz
http://data.insideairbnb.com/greece/attica/athens/2015-07-17/visualisations/listings.csv,greece,attica,athens,42202,visualisations,listings.csv
http://data.insideairbnb.com/greece/attica/athens/2015-07-17/visualisations/neighbourhoods.csv,greece,attica,athens,42202,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/greece/attica/athens/2015-07-17/visualisations/neighbourhoods.geojson,greece,attica,athens,42202,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/greece/attica/athens/2015-07-17/visualisations/reviews.csv,greece,attica,athens,42202,visualisations,reviews.csv
http://data.insideairbnb.com/ireland/leinster/dublin/2016-01-06/data/calendar.csv.gz,ireland,leinster,dublin,42375,data,calendar.csv.gz
http://data.insideairbnb.com/ireland/leinster/dublin/2016-01-06/data/listings.csv.gz,ireland,leinster,dublin,42375,data,listings.csv.gz
http://data.insideairbnb.com/ireland/leinster/dublin/2016-01-06/data/reviews.csv.gz,ireland,leinster,dublin,42375,data,reviews.csv.gz
http://data.insideairbnb.com/ireland/leinster/dublin/2016-01-06/visualisations/listings.csv,ireland,leinster,dublin,42375,visualisations,listings.csv
http://data.insideairbnb.com/ireland/leinster/dublin/2016-01-06/visualisations/neighbourhoods.csv,ireland,leinster,dublin,42375,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/ireland/leinster/dublin/2016-01-06/visualisations/neighbourhoods.geojson,ireland,leinster,dublin,42375,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/ireland/leinster/dublin/2016-01-06/visualisations/reviews.csv,ireland,leinster,dublin,42375,visualisations,reviews.csv
http://data.insideairbnb.com/ireland/leinster/dublin/2016-08-07/data/calendar.csv.gz,ireland,leinster,dublin,42589,data,calendar.csv.gz
http://data.insideairbnb.com/ireland/leinster/dublin/2016-08-07/data/listings.csv.gz,ireland,leinster,dublin,42589,data,listings.csv.gz
http://data.insideairbnb.com/ireland/leinster/dublin/2016-08-07/data/reviews.csv.gz,ireland,leinster,dublin,42589,data,reviews.csv.gz
http://data.insideairbnb.com/ireland/leinster/dublin/2016-08-07/visualisations/listings.csv,ireland,leinster,dublin,42589,visualisations,listings.csv
http://data.insideairbnb.com/ireland/leinster/dublin/2016-08-07/visualisations/neighbourhoods.csv,ireland,leinster,dublin,42589,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/ireland/leinster/dublin/2016-08-07/visualisations/neighbourhoods.geojson,ireland,leinster,dublin,42589,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/ireland/leinster/dublin/2016-08-07/visualisations/reviews.csv,ireland,leinster,dublin,42589,visualisations,reviews.csv
http://data.insideairbnb.com/ireland/leinster/dublin/2017-02-18/data/calendar.csv.gz,ireland,leinster,dublin,42784,data,calendar.csv.gz
http://data.insideairbnb.com/ireland/leinster/dublin/2017-02-18/data/listings.csv.gz,ireland,leinster,dublin,42784,data,listings.csv.gz
http://data.insideairbnb.com/ireland/leinster/dublin/2017-02-18/data/reviews.csv.gz,ireland,leinster,dublin,42784,data,reviews.csv.gz
http://data.insideairbnb.com/ireland/leinster/dublin/2017-02-18/visualisations/listings.csv,ireland,leinster,dublin,42784,visualisations,listings.csv
http://data.insideairbnb.com/ireland/leinster/dublin/2017-02-18/visualisations/neighbourhoods.csv,ireland,leinster,dublin,42784,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/ireland/leinster/dublin/2017-02-18/visualisations/neighbourhoods.geojson,ireland,leinster,dublin,42784,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/ireland/leinster/dublin/2017-02-18/visualisations/reviews.csv,ireland,leinster,dublin,42784,visualisations,reviews.csv
http://data.insideairbnb.com/italy/trentino-alto-adige-südtirol/trentino/2015-10-12/data/calendar.csv.gz,italy,trentino-alto-adige-südtirol,trentino,42289,data,calendar.csv.gz
http://data.insideairbnb.com/italy/trentino-alto-adige-südtirol/trentino/2015-10-12/data/listings.csv.gz,italy,trentino-alto-adige-südtirol,trentino,42289,data,listings.csv.gz
http://data.insideairbnb.com/italy/trentino-alto-adige-südtirol/trentino/2015-10-12/data/reviews.csv.gz,italy,trentino-alto-adige-südtirol,trentino,42289,data,reviews.csv.gz
http://data.insideairbnb.com/italy/trentino-alto-adige-südtirol/trentino/2015-10-12/visualisations/listings.csv,italy,trentino-alto-adige-südtirol,trentino,42289,visualisations,listings.csv
http://data.insideairbnb.com/italy/trentino-alto-adige-südtirol/trentino/2015-10-12/visualisations/neighbourhoods.csv,italy,trentino-alto-adige-südtirol,trentino,42289,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/italy/trentino-alto-adige-südtirol/trentino/2015-10-12/visualisations/neighbourhoods.geojson,italy,trentino-alto-adige-südtirol,trentino,42289,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/italy/trentino-alto-adige-südtirol/trentino/2015-10-12/visualisations/reviews.csv,italy,trentino-alto-adige-südtirol,trentino,42289,visualisations,reviews.csv
http://data.insideairbnb.com/italy/veneto/venice/2015-07-18/data/calendar.csv.gz,italy,veneto,venice,42203,data,calendar.csv.gz
http://data.insideairbnb.com/italy/veneto/venice/2015-07-18/data/listings.csv.gz,italy,veneto,venice,42203,data,listings.csv.gz
http://data.insideairbnb.com/italy/veneto/venice/2015-07-18/data/reviews.csv.gz,italy,veneto,venice,42203,data,reviews.csv.gz
http://data.insideairbnb.com/italy/veneto/venice/2015-07-18/visualisations/listings.csv,italy,veneto,venice,42203,visualisations,listings.csv
http://data.insideairbnb.com/italy/veneto/venice/2015-07-18/visualisations/neighbourhoods.csv,italy,veneto,venice,42203,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/italy/veneto/venice/2015-07-18/visualisations/neighbourhoods.geojson,italy,veneto,venice,42203,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/italy/veneto/venice/2015-07-18/visualisations/reviews.csv,italy,veneto,venice,42203,visualisations,reviews.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-04-30/data/calendar.csv.gz,spain,catalonia,barcelona,42124,data,calendar.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-04-30/data/listings.csv.gz,spain,catalonia,barcelona,42124,data,listings.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-04-30/data/reviews.csv.gz,spain,catalonia,barcelona,42124,data,reviews.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-04-30/visualisations/listings.csv,spain,catalonia,barcelona,42124,visualisations,listings.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-04-30/visualisations/neighbourhoods.csv,spain,catalonia,barcelona,42124,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-04-30/visualisations/neighbourhoods.geojson,spain,catalonia,barcelona,42124,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-04-30/visualisations/reviews.csv,spain,catalonia,barcelona,42124,visualisations,reviews.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-07-17/data/calendar.csv.gz,spain,catalonia,barcelona,42202,data,calendar.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-07-17/data/listings.csv.gz,spain,catalonia,barcelona,42202,data,listings.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-07-17/data/reviews.csv.gz,spain,catalonia,barcelona,42202,data,reviews.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-07-17/visualisations/listings.csv,spain,catalonia,barcelona,42202,visualisations,listings.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-07-17/visualisations/neighbourhoods.csv,spain,catalonia,barcelona,42202,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-07-17/visualisations/neighbourhoods.geojson,spain,catalonia,barcelona,42202,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-07-17/visualisations/reviews.csv,spain,catalonia,barcelona,42202,visualisations,reviews.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-09-04/data/calendar.csv.gz,spain,catalonia,barcelona,42251,data,calendar.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-09-04/data/listings.csv.gz,spain,catalonia,barcelona,42251,data,listings.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-09-04/data/reviews.csv.gz,spain,catalonia,barcelona,42251,data,reviews.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-09-04/visualisations/listings.csv,spain,catalonia,barcelona,42251,visualisations,listings.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-09-04/visualisations/neighbourhoods.csv,spain,catalonia,barcelona,42251,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-09-04/visualisations/neighbourhoods.geojson,spain,catalonia,barcelona,42251,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-09-04/visualisations/reviews.csv,spain,catalonia,barcelona,42251,visualisations,reviews.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-10-02/data/calendar.csv.gz,spain,catalonia,barcelona,42279,data,calendar.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-10-02/data/listings.csv.gz,spain,catalonia,barcelona,42279,data,listings.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-10-02/data/reviews.csv.gz,spain,catalonia,barcelona,42279,data,reviews.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-10-02/visualisations/listings.csv,spain,catalonia,barcelona,42279,visualisations,listings.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-10-02/visualisations/neighbourhoods.csv,spain,catalonia,barcelona,42279,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-10-02/visualisations/neighbourhoods.geojson,spain,catalonia,barcelona,42279,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/spain/catalonia/barcelona/2015-10-02/visualisations/reviews.csv,spain,catalonia,barcelona,42279,visualisations,reviews.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-01-03/data/calendar.csv.gz,spain,catalonia,barcelona,42372,data,calendar.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-01-03/data/listings.csv.gz,spain,catalonia,barcelona,42372,data,listings.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-01-03/data/reviews.csv.gz,spain,catalonia,barcelona,42372,data,reviews.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-01-03/visualisations/listings.csv,spain,catalonia,barcelona,42372,visualisations,listings.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-01-03/visualisations/neighbourhoods.csv,spain,catalonia,barcelona,42372,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-01-03/visualisations/neighbourhoods.geojson,spain,catalonia,barcelona,42372,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-01-03/visualisations/reviews.csv,spain,catalonia,barcelona,42372,visualisations,reviews.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-12-08/data/calendar.csv.gz,spain,catalonia,barcelona,42712,data,calendar.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-12-08/data/listings.csv.gz,spain,catalonia,barcelona,42712,data,listings.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-12-08/data/reviews.csv.gz,spain,catalonia,barcelona,42712,data,reviews.csv.gz
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-12-08/visualisations/listings.csv,spain,catalonia,barcelona,42712,visualisations,listings.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-12-08/visualisations/neighbourhoods.csv,spain,catalonia,barcelona,42712,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-12-08/visualisations/neighbourhoods.geojson,spain,catalonia,barcelona,42712,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/spain/catalonia/barcelona/2016-12-08/visualisations/reviews.csv,spain,catalonia,barcelona,42712,visualisations,reviews.csv
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-07-17/data/calendar.csv.gz,spain,comunidad-de-madrid,madrid,42202,data,calendar.csv.gz
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-07-17/data/listings.csv.gz,spain,comunidad-de-madrid,madrid,42202,data,listings.csv.gz
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-07-17/data/reviews.csv.gz,spain,comunidad-de-madrid,madrid,42202,data,reviews.csv.gz
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-07-17/visualisations/listings.csv,spain,comunidad-de-madrid,madrid,42202,visualisations,listings.csv
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-07-17/visualisations/neighbourhoods.csv,spain,comunidad-de-madrid,madrid,42202,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-07-17/visualisations/neighbourhoods.geojson,spain,comunidad-de-madrid,madrid,42202,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-07-17/visualisations/reviews.csv,spain,comunidad-de-madrid,madrid,42202,visualisations,reviews.csv
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-09-04/data/calendar.csv.gz,spain,comunidad-de-madrid,madrid,42251,data,calendar.csv.gz
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-09-04/data/listings.csv.gz,spain,comunidad-de-madrid,madrid,42251,data,listings.csv.gz
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-09-04/data/reviews.csv.gz,spain,comunidad-de-madrid,madrid,42251,data,reviews.csv.gz
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-09-04/visualisations/listings.csv,spain,comunidad-de-madrid,madrid,42251,visualisations,listings.csv
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-09-04/visualisations/neighbourhoods.csv,spain,comunidad-de-madrid,madrid,42251,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-09-04/visualisations/neighbourhoods.geojson,spain,comunidad-de-madrid,madrid,42251,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-09-04/visualisations/reviews.csv,spain,comunidad-de-madrid,madrid,42251,visualisations,reviews.csv
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-10-02/data/calendar.csv.gz,spain,comunidad-de-madrid,madrid,42279,data,calendar.csv.gz
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-10-02/data/listings.csv.gz,spain,comunidad-de-madrid,madrid,42279,data,listings.csv.gz
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-10-02/data/reviews.csv.gz,spain,comunidad-de-madrid,madrid,42279,data,reviews.csv.gz
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-10-02/visualisations/listings.csv,spain,comunidad-de-madrid,madrid,42279,visualisations,listings.csv
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-10-02/visualisations/neighbourhoods.csv,spain,comunidad-de-madrid,madrid,42279,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-10-02/visualisations/neighbourhoods.geojson,spain,comunidad-de-madrid,madrid,42279,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2015-10-02/visualisations/reviews.csv,spain,comunidad-de-madrid,madrid,42279,visualisations,reviews.csv
http://data.insideairbnb.com/spain/islas-baleares/mallorca/2016-01-06/data/calendar.csv.gz,spain,islas-baleares,mallorca,42375,data,calendar.csv.gz
http://data.insideairbnb.com/spain/islas-baleares/mallorca/2016-01-06/data/listings.csv.gz,spain,islas-baleares,mallorca,42375,data,listings.csv.gz
http://data.insideairbnb.com/spain/islas-baleares/mallorca/2016-01-06/data/reviews.csv.gz,spain,islas-baleares,mallorca,42375,data,reviews.csv.gz
http://data.insideairbnb.com/spain/islas-baleares/mallorca/2016-01-06/visualisations/listings.csv,spain,islas-baleares,mallorca,42375,visualisations,listings.csv
http://data.insideairbnb.com/spain/islas-baleares/mallorca/2016-01-06/visualisations/neighbourhoods.csv,spain,islas-baleares,mallorca,42375,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/spain/islas-baleares/mallorca/2016-01-06/visualisations/neighbourhoods.geojson,spain,islas-baleares,mallorca,42375,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/spain/islas-baleares/mallorca/2016-01-06/visualisations/reviews.csv,spain,islas-baleares,mallorca,42375,visualisations,reviews.csv
http://data.insideairbnb.com/switzerland/geneva/geneva/2016-08-08/data/calendar.csv.gz,switzerland,geneva,geneva,42590,data,calendar.csv.gz
http://data.insideairbnb.com/switzerland/geneva/geneva/2016-08-08/data/listings.csv.gz,switzerland,geneva,geneva,42590,data,listings.csv.gz
http://data.insideairbnb.com/switzerland/geneva/geneva/2016-08-08/data/reviews.csv.gz,switzerland,geneva,geneva,42590,data,reviews.csv.gz
http://data.insideairbnb.com/switzerland/geneva/geneva/2016-08-08/visualisations/listings.csv,switzerland,geneva,geneva,42590,visualisations,listings.csv
http://data.insideairbnb.com/switzerland/geneva/geneva/2016-08-08/visualisations/neighbourhoods.csv,switzerland,geneva,geneva,42590,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/switzerland/geneva/geneva/2016-08-08/visualisations/neighbourhoods.geojson,switzerland,geneva,geneva,42590,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/switzerland/geneva/geneva/2016-08-08/visualisations/reviews.csv,switzerland,geneva,geneva,42590,visualisations,reviews.csv
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-04-05/data/calendar.csv.gz,the-netherlands,north-holland,amsterdam,42099,data,calendar.csv.gz
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-04-05/data/listings.csv.gz,the-netherlands,north-holland,amsterdam,42099,data,listings.csv.gz
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-04-05/data/reviews.csv.gz,the-netherlands,north-holland,amsterdam,42099,data,reviews.csv.gz
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-04-05/visualisations/listings.csv,the-netherlands,north-holland,amsterdam,42099,visualisations,listings.csv
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-04-05/visualisations/neighbourhoods.csv,the-netherlands,north-holland,amsterdam,42099,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-04-05/visualisations/neighbourhoods.geojson,the-netherlands,north-holland,amsterdam,42099,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-04-05/visualisations/reviews.csv,the-netherlands,north-holland,amsterdam,42099,visualisations,reviews.csv
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-08-21/data/calendar.csv.gz,the-netherlands,north-holland,amsterdam,42237,data,calendar.csv.gz
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-08-21/data/listings.csv.gz,the-netherlands,north-holland,amsterdam,42237,data,listings.csv.gz
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-08-21/data/reviews.csv.gz,the-netherlands,north-holland,amsterdam,42237,data,reviews.csv.gz
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-08-21/visualisations/listings.csv,the-netherlands,north-holland,amsterdam,42237,visualisations,listings.csv
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-08-21/visualisations/neighbourhoods.csv,the-netherlands,north-holland,amsterdam,42237,visualisations,neighbourhoods.csv
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-08-21/visualisations/neighbourhoods.geojson,the-netherlands,north-holland,amsterdam,42237,visualisations,neighbourhoods.geojson
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-08-21/visualisations/reviews.csv,the-netherlands,north-holland,amsterdam,42237,visualisations,reviews.csv
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-09-03/data/calendar.csv.gz,the-netherlands,north-holland,amsterdam,42250,data,calendar.csv.gz
http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-09-03/data/listings.csv.gz,the-netherlands,north-holland,amsterdam,42250,data,listings.csv.gz
