2016,3,1,NYC,1,0.48491254,136.54478,33219
2016,3,2,NYC,1,0.48649776,137.0741,36291
2016,3,3,NYC,1,0.48674807,137.61154,36390
2016,3,4,NYC,1,0.48113024,143.58922,34720
2016,3,5,NYC,1,0.48265985,144.25368,26583
2016,3,6,NYC,1,0.47498402,141.44057,32356
2016,3,7,NYC,1,0.47910005,141.25537,40391
2016,3,8,NYC,1,0.48018467,141.1215,35147
2016,3,9,NYC,1,0.4825486,141.24422,36919
2016,3,10,NYC,1,0.48299357,141.53362,38258
2016,3,11,NYC,1,0.4817699,147.17854,37141
2016,3,12,NYC,1,0.48574686,147.19637,25905
2016,3,13,NYC,1,0.4827989,142.18256,33601
2016,3,14,NYC,1,0.48824987,141.65404,39850
2016,3,15,NYC,1,0.49022442,141.26035,38683
2016,3,16,NYC,1,0.49623162,140.70128,36827
2016,3,17,NYC,1,0.5031287,140.7141,37267
2016,3,18,NYC,1,0.5037962,145.76678,32861
2016,3,19,NYC,1,0.50883,145.35185,25248
2016,3,20,NYC,1,0.50574297,141.41364,33074
2016,3,21,NYC,1,0.5133632,140.73506,37884
2016,3,22,NYC,1,0.51856387,140.25713,37060
2016,3,23,NYC,1,0.52395916,140.05095,35234
2016,3,24,NYC,1,0.5283255,139.99889,37963
2016,3,25,NYC,1,0.5271018,144.84686,36491
2016,3,26,NYC,1,0.5208165,145.51642,25089
2016,3,27,NYC,1,0.5093862,141.62854,33859
2016,3,28,NYC,1,0.5078566,141.00633,36238
2016,3,29,NYC,1,0.5060211,140.86488,35606
2016,3,30,NYC,1,0.50666076,141.06934,36480
2016,3,31,NYC,1,0.5050755,141.20656,38431
2016,4,1,NYC,1,0.50112635,147.84825,37631
2016,4,2,NYC,1,0.5096018,147.86201,24037
2016,4,3,NYC,1,0.68816364,143.8095,32704
2016,4,4,NYC,1,0.65993154,142.6091,40519
2016,4,5,NYC,1,0.6394998,142.54184,37292
2016,4,6,NYC,1,0.6357003,142.51575,39076
2016,4,7,NYC,1,0.6432741,143.26747,41402
2016,4,8,NYC,1,0.65067184,149.5081,40003
2016,4,9,NYC,1,0.65132606,150.245,27864
2016,4,10,NYC,1,0.625585,145.1129,35957
2016,4,11,NYC,1,0.6215087,143.15683,40727
2016,4,12,NYC,1,0.6183886,141.99341,38492
2016,4,13,NYC,1,0.6222133,141.85834,40284
2016,4,14,NYC,1,0.631322,142.29996,42383
2016,4,15,NYC,1,0.6372603,148.04272,43001
2016,4,16,NYC,1,0.6359016,148.27145,28502
2016,4,17,NYC,1,0.6106386,144.06973,36490
2016,4,18,NYC,1,0.60588294,142.78185,39209
2016,4,19,NYC,1,0.6025364,142.09407,36943
2016,4,20,NYC,1,0.6059081,142.47989,38175
2016,4,21,NYC,1,0.60980827,142.81615,41629
2016,4,22,NYC,1,0.6105128,148.85464,37356
2016,4,23,NYC,1,0.6109406,149.2468,30202
2016,4,24,NYC,1,0.592245,144.58618,36265
2016,4,25,NYC,1,0.59078556,144.30154,39925
2016,4,26,NYC,1,0.5892003,143.78911,36612
2016,4,27,NYC,1,0.59297466,144.12611,38948
2016,4,28,NYC,1,0.6011021,143.91685,41935
2016,4,29,NYC,1,0.6076695,148.50038,41078
2016,4,30,NYC,1,0.60520357,147.36418,25916
2016,5,1,NYC,1,0.61573315,145.35954,37233
2016,5,2,NYC,1,0.72794396,146.04657,38839
2016,5,3,NYC,1,0.71467704,145.99382,37219
2016,5,4,NYC,1,0.71124715,145.4141,37646
2016,5,5,NYC,1,0.7158203,146.44632,39191
2016,5,6,NYC,1,0.7119617,152.44554,35747
2016,5,7,NYC,1,0.70612615,154.7434,27610
2016,5,8,NYC,1,0.6758765,149.49236,31059
2016,5,9,NYC,1,0.67208934,149.07874,39484
2016,5,10,NYC,1,0.674233,148.58873,40136
2016,5,11,NYC,1,0.6838558,147.83342,38647
2016,5,12,NYC,1,0.69693214,146.93814,36841
2016,5,13,NYC,1,0.7134623,152.16566,38474
2016,5,14,NYC,1,0.72715795,150.77145,29229
2016,5,15,NYC,1,0.7078887,145.83269,37034
2016,5,16,NYC,1,0.70522106,142.24733,38935
2016,5,17,NYC,1,0.7105802,139.72578,38721
2016,5,18,NYC,1,0.7083413,139.76031,39935
2016,5,19,NYC,1,0.70319647,140.75363,41775
2016,5,20,NYC,1,0.7008622,147.37607,38967
2016,5,21,NYC,1,0.6896437,150.77782,27980
2016,5,22,NYC,1,0.6564167,149.09317,36279
2016,5,23,NYC,1,0.6415301,148.84439,39540
