2016,3,1,93423
2016,3,2,94926
2016,3,3,100739
2016,3,4,101981
2016,3,5,76039
2016,3,6,94787
2016,3,7,101527
2016,3,8,96653
2016,3,9,97564
2016,3,10,99901
2016,3,11,100031
2016,3,12,78629
2016,3,13,95158
2016,3,14,102620
2016,3,15,98230
2016,3,16,103078
2016,3,17,106261
2016,3,18,105750
2016,3,19,81877
2016,3,20,98385
2016,3,21,104206
2016,3,22,99701
2016,3,23,96737
2016,3,24,104285
2016,3,25,105461
2016,3,26,83928
2016,3,27,100989
2016,3,28,104231
2016,3,29,100386
2016,3,30,102679
2016,3,31,105286
2016,4,1,105344
2016,4,2,82042
2016,4,3,99550
2016,4,4,106390
2016,4,5,103969
2016,4,6,105114
2016,4,7,107307
2016,4,8,107131
2016,4,9,82095
2016,4,10,102651
2016,4,11,108721
2016,4,12,104860
2016,4,13,108601
2016,4,14,111971
2016,4,15,111318
2016,4,16,78356
2016,4,17,103122
2016,4,18,109308
2016,4,19,105638
2016,4,20,107067
2016,4,21,110892
2016,4,22,110301
2016,4,23,82126
2016,4,24,102672
2016,4,25,111280
2016,4,26,105374
2016,4,27,105430
2016,4,28,109763
2016,4,29,109605
2016,4,30,82642
2016,5,1,104495
2016,5,2,110591
2016,5,3,104601
2016,5,4,109518
2016,5,5,111800
2016,5,6,111333
2016,5,7,82695
2016,5,8,103818
2016,5,9,113688
2016,5,10,109182
2016,5,11,110949
2016,5,12,113413
2016,5,13,113166
2016,5,14,84959
2016,5,15,106223
2016,5,16,112638
2016,5,17,110882
2016,5,18,111041
2016,5,19,111967
2016,5,20,109392
2016,5,21,86384
2016,5,22,107127
2016,5,23,112474
2016,5,24,110281
2016,5,25,110382
2016,5,26,111900
2016,5,27,112242
2016,5,28,85091
2016,5,29,83322
2016,5,30,106563
2016,5,31,110908
2016,6,1,111468
2016,6,2,112448
2016,6,3,112300
2016,6,4,87376
2016,6,5,109970
2016,6,6,115860
2016,6,7,112598
2016,6,8,112688
2016,6,9,117575
2016,6,10,120385
2016,6,11,98193
2016,6,12,114703
2016,6,13,120243
2016,6,14,117397
2016,6,15,118458
2016,6,16,120171
2016,6,17,120377
2016,6,18,97881
2016,6,19,116814
2016,6,20,121383
2016,6,21,118608
2016,6,22,119114
2016,6,23,121266
2016,6,24,122854
2016,6,25,98837
2016,6,26,114324
2016,6,27,119401
2016,6,28,116713
2016,6,29,119173
2016,6,30,119074
2016,7,1,121175
2016,7,2,93361
2016,7,3,91250
2016,7,4,98130
2016,7,5,117600
2016,7,6,121796
2016,7,7,122408
2016,7,8,122554
2016,7,9,99684
2016,7,10,117450
2016,7,11,123459
2016,7,12,120500
2016,7,13,121338
2016,7,14,122609
2016,7,15,122623
2016,7,16,99581
2016,7,17,116759
2016,7,18,122639
2016,7,19,120688
2016,7,20,114100
2016,7,21,111779
2016,7,22,117424
2016,7,23,97357
2016,7,24,117781
2016,7,25,121453
2016,7,26,118784
2016,7,27,119322
2016,7,28,122835
2016,7,29,122416
2016,7,30,98465
2016,7,31,117019
2016,8,1,124152
2016,8,2,122106
2016,8,3,123289
2016,8,4,123741
2016,8,5,124205
2016,8,6,101069
2016,8,7,118458
2016,8,8,122193
2016,8,9,117769
2016,8,10,121191
2016,8,11,124034
2016,8,12,123253
2016,8,13,99547
2016,8,14,118823
2016,8,15,123431
2016,8,16,122231
2016,8,17,122082
2016,8,18,125620
2016,8,19,124238
2016,8,20,98524
2016,8,21,118279
2016,8,22,125134
2016,8,23,121351
2016,8,24,123075
2016,8,25,123697
2016,8,26,123925
2016,8,27,95323
2016,8,28,115809
2016,8,29,121270
2016,8,30,116809
2016,8,31,119012
2016,9,1,119805
2016,9,2,120173
2016,9,3,83480
2016,9,4,87032
2016,9,5,113814
2016,9,6,117507
2016,9,7,114096
2016,9,8,114489
2016,9,9,115939
2016,9,10,87135
2016,9,11,110938
2016,9,12,118274
2016,9,13,109965
2016,9,14,113330
2016,9,15,118673
2016,9,16,118882
2016,9,17,88683
2016,9,18,111297
2016,9,19,116697
2016,9,20,111442
2016,9,21,115271
2016,9,22,118200
2016,9,23,116485
2016,9,24,87991
2016,9,25,109637
2016,9,26,119747
2016,9,27,113053
2016,9,28,115968
2016,9,29,118020
2016,9,30,117319
2016,10,1,84214
2016,10,2,105147
2016,10,3,112658
2016,10,4,108288
2016,10,5,112213
2016,10,6,111672
2016,10,7,111602
2016,10,8,81627
2016,10,9,107069
2016,10,10,113400
2016,10,11,108514
2016,10,12,110076
2016,10,13,112057
2016,10,14,105912
2016,10,15,79165
2016,10,16,104300
2016,10,17,112787
2016,10,18,109072
2016,10,19,111591
2016,10,20,113807
2016,10,21,112438
2016,10,22,81766
2016,10,23,107000
