2016,3,1,109030
2016,3,2,111404
2016,3,3,115230
2016,3,4,114690
2016,3,5,90385
2016,3,6,106461
2016,3,7,114069
2016,3,8,107878
2016,3,9,109088
2016,3,10,114023
2016,3,11,114399
2016,3,12,91375
2016,3,13,109046
2016,3,14,116086
2016,3,15,110142
2016,3,16,113149
2016,3,17,116235
2016,3,18,116821
2016,3,19,92809
2016,3,20,110489
2016,3,21,114522
2016,3,22,111957
2016,3,23,108001
2016,3,24,115674
2016,3,25,116689
2016,3,26,94336
2016,3,27,108316
2016,3,28,115281
2016,3,29,111247
2016,3,30,111941
2016,3,31,115504
2016,4,1,114832
2016,4,2,92036
2016,4,3,110099
2016,4,4,117220
2016,4,5,113455
2016,4,6,117079
2016,4,7,118691
2016,4,8,120177
2016,4,9,92657
2016,4,10,112352
2016,4,11,119585
2016,4,12,116742
2016,4,13,119329
2016,4,14,121617
2016,4,15,121307
2016,4,16,90352
2016,4,17,114881
2016,4,18,118942
2016,4,19,116660
2016,4,20,118316
2016,4,21,121282
2016,4,22,121674
2016,4,23,94394
2016,4,24,114674
2016,4,25,120122
2016,4,26,117492
2016,4,27,116810
2016,4,28,121618
2016,4,29,118335
2016,4,30,92931
2016,5,1,114448
2016,5,2,119668
2016,5,3,117126
2016,5,4,117674
2016,5,5,122065
2016,5,6,120071
2016,5,7,95708
2016,5,8,114313
2016,5,9,121127
2016,5,10,118789
2016,5,11,118441
2016,5,12,121515
2016,5,13,120284
2016,5,14,98312
2016,5,15,114822
2016,5,16,121389
2016,5,17,118330
2016,5,18,117982
2016,5,19,121361
2016,5,20,120830
2016,5,21,95862
2016,5,22,114885
2016,5,23,122846
2016,5,24,117286
2016,5,25,118794
2016,5,26,124536
2016,5,27,119657
2016,5,28,94399
2016,5,29,94986
2016,5,30,114249
2016,5,31,120276
2016,6,1,120891
2016,6,2,124856
2016,6,3,125473
2016,6,4,100354
2016,6,5,120406
2016,6,6,127143
2016,6,7,124674
2016,6,8,123133
2016,6,9,130721
2016,6,10,130872
2016,6,11,106256
2016,6,12,121240
2016,6,13,129602
2016,6,14,126598
2016,6,15,130382
2016,6,16,130761
2016,6,17,132568
2016,6,18,108274
2016,6,19,125501
2016,6,20,130166
2016,6,21,130477
2016,6,22,130334
2016,6,23,130054
2016,6,24,130698
2016,6,25,107220
2016,6,26,121043
2016,6,27,127573
2016,6,28,127117
2016,6,29,128692
2016,6,30,127423
2016,7,1,130326
2016,7,2,102682
2016,7,3,101755
2016,7,4,108920
2016,7,5,129385
2016,7,6,128680
2016,7,7,129381
2016,7,8,128941
2016,7,9,106011
2016,7,10,125046
2016,7,11,127830
2016,7,12,129436
2016,7,13,130581
2016,7,14,130059
2016,7,15,131792
2016,7,16,108908
2016,7,17,125829
2016,7,18,129321
2016,7,19,127422
2016,7,20,122156
2016,7,21,119927
2016,7,22,124130
2016,7,23,105496
2016,7,24,126516
2016,7,25,129570
2016,7,26,129083
2016,7,27,127148
2016,7,28,128699
2016,7,29,128689
2016,7,30,108919
2016,7,31,128651
2016,8,1,130000
2016,8,2,131251
2016,8,3,128736
2016,8,4,128976
2016,8,5,130574
2016,8,6,109077
2016,8,7,124698
2016,8,8,126945
2016,8,9,122291
2016,8,10,128805
2016,8,11,131056
2016,8,12,131435
2016,8,13,105736
2016,8,14,126663
2016,8,15,131878
2016,8,16,129256
2016,8,17,130026
2016,8,18,131114
2016,8,19,129520
2016,8,20,103771
2016,8,21,124458
2016,8,22,130308
2016,8,23,127000
2016,8,24,126747
2016,8,25,128375
2016,8,26,129554
2016,8,27,101678
2016,8,28,121907
2016,8,29,127000
2016,8,30,122532
2016,8,31,123728
2016,9,1,126592
2016,9,2,125808
2016,9,3,89279
2016,9,4,94630
2016,9,5,117982
2016,9,6,121942
2016,9,7,119941
2016,9,8,119656
2016,9,9,119994
2016,9,10,92816
2016,9,11,116454
2016,9,12,122661
2016,9,13,117275
2016,9,14,120002
2016,9,15,122704
2016,9,16,121899
2016,9,17,94767
2016,9,18,117118
2016,9,19,123508
2016,9,20,118312
2016,9,21,119897
2016,9,22,123598
2016,9,23,123053
2016,9,24,93392
2016,9,25,116348
2016,9,26,123635
2016,9,27,119085
2016,9,28,119908
2016,9,29,122361
2016,9,30,123130
2016,10,1,89548
2016,10,2,111456
2016,10,3,117732
2016,10,4,113054
2016,10,5,114265
2016,10,6,117047
2016,10,7,114085
2016,10,8,90116
2016,10,9,110650
2016,10,10,116939
2016,10,11,112774
2016,10,12,114155
2016,10,13,118209
2016,10,14,115758
2016,10,15,86789
2016,10,16,109794
2016,10,17,117495
2016,10,18,111984
2016,10,19,112687
2016,10,20,115172
2016,10,21,117454
2016,10,22,88539
2016,10,23,109532
2016,10,24,112944
2016,10,25,107247
2016,10,26,113008
2016,10,27,115146
2016,10,28,116342
2016,10,29,88839
2016,10,30,105632
2016,10,31,104392
2016,11,1,108064
2016,11,2,109567
2016,11,3,115045
2016,11,4,115783
2016,11,5,88974
2016,11,6,110269
2016,11,7,110908
2016,11,8,98606
2016,11,9,113883
2016,11,10,116673
2016,11,11,113886
2016,11,12,89375
2016,11,13,107414
2016,11,14,114663
2016,11,15,110330
2016,11,16,112886
2016,11,17,117731
2016,11,18,117006
2016,11,19,96192
2016,11,20,105216
2016,11,21,109619
2016,11,22,112465
2016,11,23,116795
2016,11,24,78826
2016,11,25,92432
2016,11,26,110365
2016,11,27,120973
2016,11,28,117584
2016,11,29,109725
2016,11,30,110043
2016,12,1,112453
2016,12,2,113361
2016,12,3,87406
2016,12,4,105106
2016,12,5,110769
2016,12,6,106586
2016,12,7,109762
2016,12,8,110563
2016,12,9,111442
2016,12,10,86231
2016,12,11,103611
2016,12,12,112135
2016,12,13,108420
2016,12,14,108561
2016,12,15,108444
2016,12,16,116158
2016,12,17,99070
2016,12,18,109053
2016,12,19,116920
2016,12,20,117742
2016,12,21,116597
2016,12,22,116945
2016,12,23,116715
2016,12,24,92493
2016,12,25,90943
2016,12,26,118168
2016,12,27,119672
2016,12,28,119263
2016,12,29,117535
2016,12,30,119927
2016,12,31,92722
2017,1,1,105897
2017,1,2,118140
2017,1,3,113896
2017,1,4,112217
2017,1,5,111599
2017,1,6,114588
2017,1,7,87534
2017,1,8,99569
2017,1,9,112649
2017,1,10,107134
2017,1,11,109262
2017,1,12,113201
2017,1,13,114403
2017,1,14,85409
2017,1,15,95368
2017,1,16,115042
2017,1,17,108210
2017,1,18,108250
2017,1,19,113624
2017,1,20,111778
2017,1,21,85336
2017,1,22,99394
2017,1,23,113875
2017,1,24,110938
2017,1,25,111802
2017,1,26,114920
2017,1,27,113859
2017,1,28,85392
2017,1,29,103102
2017,1,30,114225
2017,1,31,108807
2017,2,1,111064
2017,2,2,112345
2017,2,3,111873
2017,2,4,84404
2017,2,5,91764
2017,2,6,107603
2017,2,7,108328
2017,2,8,107655
2017,2,9,104664
2017,2,10,113918
2017,2,11,87805
2017,2,12,103636
2017,2,13,112166
2017,2,14,103217
2017,2,15,108048
2017,2,16,116194
2017,2,17,95591
2017,2,18,88118
2017,2,19,99653
2017,2,20,113281
2017,2,21,114519
2017,2,22,114251
2017,2,23,115298
2017,2,24,116978
2017,2,25,88283
2017,2,26,106767
2017,2,27,116566
2017,2,28,112940
